"scientificname","commonname","taxonomicrank","matchmethod","taxonomicgroup","scientificnames_submitted","statelist_2005","statelist_2015","sgcn2005","sgcn2015","listingStatus","kingdom","phylum","class","order","family","genus"
"Agrilus dolli","A metallic wood-boring beetle","Species","Fuzzy Match","Insects","Agrilus dollii,Agrilus dollii (Schaeffer)","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Buprestidae","Agrilus"
"Agrilus subtropicus","no common name","Species","Exact Match","Insects","Agrilus subtropicus,Agrilus subtropicus (Schaeffer)","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Buprestidae","Agrilus"
"Agrimonia gryposepala","Tall agrimony","Species","Exact Match","Plants","Agrimonia gryposepala","Missouri","Missouri",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Agrimonia"
"Agrimonia incisa","Incised Groovebur","Species","Exact Match","Plants","Agrimonia incisa","","Louisiana,South Carolina,Texas",0,3,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Agrimonia"
"Agrimonia microcarpa","Small-fruit Groovebur","Species","Exact Match","Plants","Agrimonia microcarpa","","West Virginia",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Agrimonia"
"Agrimonia pubescens","Soft Groovebur","Species","Exact Match","Plants","Agrimonia pubescens","","Massachusetts,South Carolina",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Agrimonia"
"Agrostis mertensii","boreal bentgrass","Species","Fuzzy Match","Plants","Agrostis borealis,Agrostis mertensii","Vermont","Tennessee,Vermont,West Virginia",1,3,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Agrostis"
"Agrotis buchholzi","Carolina Agrotis","Species","Fuzzy Match","Insects","Agrotis buchholzi,Agrotis carolina","","New Jersey,North Carolina",0,2,"Species of Concern","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis"
"Agrypnia vestita","Unbanded Agrypnia Caddisfly","Species","Exact Match","Insects","Agrypnia vestita","","Florida",0,1,NA,"Animalia","Arthropoda","Insecta","Trichoptera","Phryganeidae","Agrypnia"
"Agyneta","Trussell Cave Sheet-web Spider","Genus","Exact Match","Other","Agyneta sp.","","Tennessee",0,1,NA,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Agyneta"
"Aimophila ruficeps","Rufous-crowned Sparrow","Species","Exact Match","Birds","Aimophila ruficeps","Arkansas,Texas","Arkansas,Texas",2,2,"Species of Concern","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Aimophila"
"Aix sponsa","Wood Duck","Species","Exact Match","Birds","Aix sponsa","Arizona,District of Columbia,New Jersey,Ohio,South Carolina","Arizona,District of Columbia,New Jersey,Ohio,Rhode Island,South Carolina",5,6,NA,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aix"
"Alasmidonta","A freshwater bivalve","Genus","Exact Match","Mollusks","Alasmidonta sp. 2","","North Carolina",0,1,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Alasmidonta"
"Alasmidonta arcula","Altamaha Arcmussel","Species","Exact Match","Mollusks","Alasmidonta arcula,Alasmidonta  arcula","Georgia","Georgia,South Carolina",1,2,"Status Undefined","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Alasmidonta"
"Alasmidonta atropurpurea","Cumberland Elktoe","Species","Exact Match","Mollusks","Alasmidonta atropurpurea","Kentucky,Tennessee","Kentucky,Tennessee",2,2,"Endangered","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Alasmidonta"
"Alasmidonta heterodon","Dwarf Wedgemussel","Species","Exact Match","Mollusks","Alasmidonta heterodon","Connecticut,Delaware,District of Columbia,Maryland,Massachusetts,New Hampshire,New Jersey,New York,North Carolina,Pennsylvania,Vermont,Virginia","Connecticut,Delaware,District of Columbia,Maryland,Massachusetts,New Hampshire,New Jersey,New York,North Carolina,Pennsylvania,Vermont,Virginia",12,12,"Endangered","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Alasmidonta"
"Alasmidonta marginata","Elktoe","Species","Exact Match","Mollusks","Alasmidonta marginaa,Alasmidonta marginata","Alabama,Arkansas,Georgia,Iowa,Kansas,Kentucky,Michigan,Minnesota,Missouri,New York,Ohio,Oklahoma,South Dakota,Tennessee,Vermont,Virginia,West Virginia","Alabama,Arkansas,Illinois,Iowa,Kansas,Kentucky,Michigan,Minnesota,Missouri,New York,Ohio,Oklahoma,Pennsylvania,South Dakota,Tennessee,Vermont,Virginia,West Virginia,Wisconsin",17,19,"Species of Concern","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Alasmidonta"
"Alasmidonta raveneliana","Appalachian Elktoe","Species","Exact Match","Mollusks","Alasmidonta raveneliana","North Carolina,Tennessee","North Carolina,Tennessee",2,2,"Endangered","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Alasmidonta"
"Alasmidonta triangulata","Southern Elktoe","Species","Exact Match","Mollusks","Alasmidonta triangulata","Alabama,Georgia","Alabama,Florida,Georgia",2,3,"Under Review in the Candidate or Petition Process","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Alasmidonta"
"Alasmidonta undulata","Triangle Floater","Species","Fuzzy Match","Mollusks","Alasmidonta undulata,Alasmidonta undulate","Delaware,District of Columbia,Florida,Maryland,Massachusetts,New Jersey,North Carolina,Pennsylvania,Rhode Island,South Carolina,Virginia,West Virginia","Delaware,District of Columbia,Maine,Maryland,Massachusetts,New Hampshire,New Jersey,North Carolina,Pennsylvania,Rhode Island,South Carolina,Virginia,West Virginia",12,13,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Alasmidonta"
"Alasmidonta varicosa","Brook Floater","Species","Exact Match","Mollusks","Alasmidonta varicosa,Alasmidonta varicose","Connecticut,Delaware,District of Columbia,Georgia,Maine,Maryland,Massachusetts,New Hampshire,New Jersey,New York,North Carolina,Pennsylvania,Rhode Island,South Carolina,Vermont,Virginia,West Virginia","Connecticut,Delaware,District of Columbia,Maine,Maryland,Massachusetts,New Hampshire,New Jersey,New York,North Carolina,Pennsylvania,South Carolina,Vermont,Virginia,West Virginia",17,15,"Under Review in the Candidate or Petition Process","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Alasmidonta"
"Alasmidonta viridis","Slippershell Mussel","Species","Exact Match","Mollusks","Alasmidonta viridis","Alabama,Arkansas,Georgia,Illinois,Iowa,Kansas,Kentucky,Michigan,Missouri,New York,North Carolina,Tennessee,Virginia,Wisconsin","Alabama,Arkansas,Illinois,Iowa,Kentucky,Michigan,Missouri,New York,North Carolina,Ohio,Tennessee,Virginia,Wisconsin",14,13,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Alasmidonta"
"Alasmidonta wrightiana","Ochlockonee Arcmussel","Species","Exact Match","Mollusks","Alasmidonta wrightiana","Florida","Florida",1,1,"Species of Concern","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Alasmidonta"
"Aleochara","(a rove beetle)","Genus","Exact Match","Insects","Aleochara sp.","","Tennessee",0,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara"
"Aleochara lucifuga","(a rove beetle)","Species","Exact Match","Insects","Aleochara lucifuga","","Tennessee",0,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara"
"Aletris obovata","White Colicroot","Species","Exact Match","Plants","Aletris obovata","","South Carolina",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Dioscoreales","Nartheciaceae","Aletris"
"Alligator mississippiensis","American Alligator","Species","Exact Match","Reptiles","Alligator mississippiensis","North Carolina,Oklahoma,South Carolina,Texas","Florida,North Carolina,Oklahoma,South Carolina",4,4,"Similarity of Appearance to a Threatened Taxon","Animalia","Chordata","Reptilia","Crocodilia","Alligatoridae","Alligator"
"Allium canadense var. ecristatum","Crestless onion","Variety","Exact Match","Plants","Allium canadense var. ecristatum","","Texas",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Allium"
"Allium elmendorfii","Elmendorf's onion","Species","Exact Match","Plants","Allium elmendorfii","","Texas",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Allium"
"Allium speculae","Flatrock Onion","Species","Exact Match","Plants","Allium speculae","Georgia","Georgia",1,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Allium"
"Allium stellatum","Glade Onion","Species","Exact Match","Plants","Allium stellatum","","Tennessee",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Allium"
"Allium tricoccum","Ramps","Species","Exact Match","Plants","Allium tricoccum","Nebraska","Tennessee",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Allium"
"Allium tricoccum var. burdickii","Narrow-leaved Wild Leek","Variety","Fuzzy Match","Plants","Allium burdickii,Allium tricoccum var. burdicki,Allium tricoccum var. burdickii","Missouri","Nebraska,Tennessee,Vermont",1,3,NA,"Plantae","Tracheophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Allium"
"Alloblackburneus troglodytes","Coprophagous Beetle","Species","Fuzzy Match","Insects","Alloblackburneus troglodytes,Aphodius troglodytes","Florida","Florida,Georgia,Mississippi",1,3,"Species of Concern","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Alloblackburneus"
"Allocapnia brooksi","Sevier Snowfly","Species","Exact Match","Insects","Allocapnia brooksi","Tennessee","Tennessee",1,1,"Under Review in the Candidate or Petition Process","Animalia","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia"
"Allocapnia cunninghami","Karst Snowfly","Species","Exact Match","Insects","Allocapnia cunninghami","Tennessee","Tennessee",1,1,"Under Review in the Candidate or Petition Process","Animalia","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia"
"Allocapnia frumi","A Stonefly","Species","Exact Match","Insects","Allocapnia frumi","West Virginia","West Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia"
"Allocapnia fumosa","Smokies Snowfly","Species","Exact Match","Insects","Allocapnia fumosa","Tennessee,Virginia","Tennessee,Virginia",2,2,"Under Review in the Candidate or Petition Process","Animalia","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia"
"Allocapnia illinoensis","Illinois snowfly","Species","Exact Match","Insects","Allocapnia illinoensis","Illinois,Minnesota,New York,Virginia","Illinois,New York,Virginia",4,3,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia"
"Allocapnia jeanae","Winter Stonefly","Species","Exact Match","Insects","Allocapniajeanae,Allocapnia jeanae","Arkansas","Arkansas,Oklahoma",1,2,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia"
"Allocapnia malverna","Winter Stonefly","Species","Exact Match","Insects","Allocapnia malverna","Arkansas","Arkansas",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia"
"Allocapnia oribata","Bowed Snowfly","Species","Exact Match","Insects","Allocapnia oribata","Arkansas","Arkansas",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia"
"Allocapnia ozarkana","Winter Stonefly","Species","Exact Match","Insects","Allocapnia ozarkana","Arkansas","Arkansas",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia"
"Allocapnia peltoides","Shield Snowfly","Species","Fuzzy Match","Insects","Allocapniapeltoides","","Oklahoma",0,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia"
"Allocapnia perplexa","Perplexing Snowfly","Species","Exact Match","Insects","Allocapnia perplexa","Tennessee","Tennessee",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia"
"Allocapnia simmonsi","Spatulate snowfly","Species","Exact Match","Insects","Allocapnia simmonsi","Pennsylvania,Virginia","Pennsylvania,Virginia",2,2,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia"
"Allocapnia stannardi","Blue Ridge snowfly","Species","Exact Match","Insects","Allocapnia stannardi","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia"
"Allocapnia starki","Slender Winter Stonefly","Species","Exact Match","Insects","Allocapnia starki","","Florida",0,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia"
"Allocapnia warreni","Winter Stonefly","Species","Exact Match","Insects","Allocapnia warreni","Arkansas","Arkansas",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Capniidae","Allocapnia"
"Allocrangonyx hubrichti","Hubricht's Long-tailed Amphipod","Species","Exact Match","Other Invertebrates","Allocrangonyx hubrichti","Arkansas,Missouri","Arkansas,Missouri",2,2,"Species of Concern","Animalia","Arthropoda","Malacostraca","Amphipoda","Allocrangonyctidae","Allocrangonyx"
"Allocrangonyx pellucidus","Oklahoma Cave Amphipod","Species","Fuzzy Match","Other","Allocragonyx pellucidus","Oklahoma","Oklahoma",1,1,"Species of Concern","Animalia","Arthropoda","Malacostraca","Amphipoda","Allocrangonyctidae","Allocrangonyx"
"Allolepis texana","Texas false saltgrass","Species","Exact Match","Plants","Allolepis texana","","Texas",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Allolepis"
"Allopeas clavulinum","Spike Awlsnail","Species","Exact Match","Mollusks","Allopeas clavulinum","","North Carolina",0,1,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Subulinidae","Allopeas"
"Alloperla aracoma","Aracoma Sallfly","Species","Exact Match","Insects","Alloperla aracoma","Pennsylvania,West Virginia","Maryland,Pennsylvania,West Virginia",2,3,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla"
"Alloperla banksi","Tufted sallfly","Species","Exact Match","Insects","Alloperla banksi","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla"
"Alloperla biserrata","Dusky sallfly","Species","Exact Match","Insects","Alloperla biserrata","Virginia,West Virginia","Maryland,Pennsylvania,Virginia,West Virginia",2,4,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla"
"Alloperla caddo","Caddo Sallfly","Species","Exact Match","Insects","Alloperla caddo","Arkansas","Arkansas",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla"
"Alloperla furcula","Blackwater Sallfly","Species","Exact Match","Insects","Alloperla furcula","","South Carolina",0,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla"
"Alloperla idei","Vernal sallfly","Species","Exact Match","Insects","Alloperla idei","Virginia","Pennsylvania,Virginia",1,2,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla"
"Alloperla nanina","Swannanoa sallfly","Species","Exact Match","Insects","Alloperla nanina","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla"
"Alloperla neglecta","Tennessee sallfly","Species","Exact Match","Insects","Alloperla neglecta","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla"
"Allopodops mississippiensis","Mississippi turtle bug","Species","Exact Match","Insects","Allopodops mississippiensis","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Allopodops"
"Allotexiweckelia hirsuta","A cave obligate amphipod","Species","Exact Match","Other","Allotexiweckelia hirsuta","","Texas",0,1,NA,"Animalia","Arthropoda","Malacostraca","Amphipoda","Hadziidae","Allotexiweckelia"
"Almuerzothyas","An aquatic mite","Genus","Exact Match","Other Invertebrates","Almuerzothyas n. sp.","","Texas",0,1,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Hydryphantidae","Almuerzothyas"
"Alnus viridis ssp. crispa","Green Alder","Subspecies","Exact Match","Plants","Alnus viridis ssp. crispa","","Massachusetts,Tennessee",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus"
"Aloconota diversiseta","(a rove beetle)","Species","Exact Match","Insects","Aloconota diversiseta","Tennessee","Tennessee",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Aloconota"
"Alopecurus aequalis","Tufted foxtail","Species","Exact Match","Plants","Alopecurus aequalis","Missouri","Missouri",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Alopecurus"
"Alopias superciliosus","Bigeye Thresher Shark","Species","Exact Match","Fish","Alopias superciliosus","Florida,New York,Texas","Delaware,Florida,New Jersey,Texas",3,4,NA,"Animalia","Chordata","Chondrichthyes","Lamniformes","Alopiidae","Alopias"
"Alopias vulpinus","Thresher shark","Species","Exact Match","Fish","Alopias vulpinus","Florida,New York,Texas","Delaware,Maine,New Jersey,New York,Texas",3,5,NA,"Animalia","Chordata","Chondrichthyes","Lamniformes","Alopiidae","Alopias"
"Alosa aestivalis","Blueback Herring","Species","Exact Match","Fish","Alosa aestivalis,Pomolobus aestivalis","Connecticut,District of Columbia,Florida,Massachusetts,New Hampshire,New York,Rhode Island,South Carolina,Vermont","Connecticut,Delaware,District of Columbia,Florida,Maine,Massachusetts,New Hampshire,New Jersey,New York,Pennsylvania,Rhode Island,South Carolina,Vermont,Virginia",9,14,NA,"Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Alosa"
"Alosa alabamae","Alabama Shad","Species","Exact Match","Fish","Alosa alabamae","Alabama,Arkansas,Florida,Georgia,Kentucky,Louisiana,Mississippi,Missouri,Oklahoma","Alabama,Arkansas,Florida,Georgia,Illinois,Kentucky,Louisiana,Mississippi,Missouri,Oklahoma",9,10,NA,"Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Alosa"
"Alosa chrysochloris","Skipjack Herring","Species","Exact Match","Fish","Alosa chrysochloris","Iowa,Minnesota,Wisconsin","Iowa,Minnesota,Missouri,Wisconsin",3,4,NA,"Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Alosa"
"Alosa mediocris","Hickory Shad","Species","Exact Match","Fish","Alosa mediocris,Alos mediocris","Connecticut,Delaware,District of Columbia,Florida,Maryland,New Jersey,Pennsylvania,South Carolina","Connecticut,Delaware,District of Columbia,Maryland,New Jersey,Pennsylvania,South Carolina",8,7,NA,"Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Alosa"
"Alosa pseudoharengus","Alewife","Species","Exact Match","Fish","Alosa pseudoharengus","Connecticut,District of Columbia,Massachusetts,New Hampshire,New York,Rhode Island,Virginia","Connecticut,Delaware,District of Columbia,Maine,Massachusetts,New Hampshire,New Jersey,New York,Pennsylvania,Rhode Island,Virginia",7,11,NA,"Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Alosa"
