"scientificname","commonname","taxonomicrank","matchmethod","taxonomicgroup","scientificnames_submitted","statelist_2005","statelist_2015","sgcn2005","sgcn2015","listingStatus","kingdom","phylum","class","order","family","genus"
"Allogona profunda","Broad-banded Forestsnail","Species","Exact Match","Mollusks","Allogona profunda","Pennsylvania","Pennsylvania,Wisconsin",1,2,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Polygyridae","Allogona"
"Alloperla aracoma","Aracoma Sallfly","Species","Exact Match","Insects","Alloperla aracoma","Pennsylvania,West Virginia","Maryland,Pennsylvania,West Virginia",2,3,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla"
"Alloperla banksi","Tufted sallfly","Species","Exact Match","Insects","Alloperla banksi","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla"
"Alloperla biserrata","Dusky sallfly","Species","Exact Match","Insects","Alloperla biserrata","Virginia,West Virginia","Maryland,Pennsylvania,Virginia,West Virginia",2,4,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla"
"Alloperla concolor","Duckhead Sallfly","Species","Exact Match","Insects","Alloperla concolor","","Pennsylvania",0,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla"
"Alloperla idei","Vernal sallfly","Species","Exact Match","Insects","Alloperla idei","Virginia","Pennsylvania,Virginia",1,2,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla"
"Alloperla nanina","Swannanoa sallfly","Species","Exact Match","Insects","Alloperla nanina","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla"
"Alloperla neglecta","Tennessee sallfly","Species","Exact Match","Insects","Alloperla neglecta","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla"
"Alloperla voinae","A Stonefly","Species","Exact Match","Insects","Alloperla voinae","Massachusetts,New York,Vermont","Maine,Vermont",3,2,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla"
"Alloperla vostoki","A stonefly","Species","Fuzzy Match","Insects","Alloperla vostocki,Alloperla vostoki","New York,Pennsylvania","Pennsylvania",2,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla"
"Allopodops mississippiensis","Mississippi turtle bug","Species","Exact Match","Insects","Allopodops mississippiensis","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Allopodops"
"Alnus viridis ssp. crispa","Green Alder","Subspecies","Exact Match","Plants","Alnus viridis ssp. crispa","","Massachusetts,Tennessee",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus"
"Alobates morio","False Mealworm Beetle","Unknown Taxonomic Rank","Legacy Match","Insects","Alobates morio","Rhode Island","Rhode Island",1,1,NA,NA,NA,NA,NA,NA,NA
"Alopias superciliosus","Bigeye Thresher Shark","Species","Exact Match","Fish","Alopias superciliosus","Florida,New York,Texas","Delaware,Florida,New Jersey,Texas",3,4,NA,"Animalia","Chordata","Chondrichthyes","Lamniformes","Alopiidae","Alopias"
"Alopias vulpinus","Thresher shark","Species","Exact Match","Fish","Alopias vulpinus","Florida,New York,Texas","Delaware,Maine,New Jersey,New York,Texas",3,5,NA,"Animalia","Chordata","Chondrichthyes","Lamniformes","Alopiidae","Alopias"
"Alosa aestivalis","Blueback Herring","Species","Exact Match","Fish","Alosa aestivalis,Pomolobus aestivalis","Connecticut,District of Columbia,Florida,Massachusetts,New Hampshire,New York,Rhode Island,South Carolina,Vermont","Connecticut,Delaware,District of Columbia,Florida,Maine,Massachusetts,New Hampshire,New Jersey,New York,Pennsylvania,Rhode Island,South Carolina,Vermont,Virginia",9,14,NA,"Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Alosa"
"Alosa mediocris","Hickory Shad","Species","Exact Match","Fish","Alosa mediocris,Alos mediocris","Connecticut,Delaware,District of Columbia,Florida,Maryland,New Jersey,Pennsylvania,South Carolina","Connecticut,Delaware,District of Columbia,Maryland,New Jersey,Pennsylvania,South Carolina",8,7,NA,"Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Alosa"
"Alosa pseudoharengus","Alewife","Species","Exact Match","Fish","Alosa pseudoharengus","Connecticut,District of Columbia,Massachusetts,New Hampshire,New York,Rhode Island,Virginia","Connecticut,Delaware,District of Columbia,Maine,Massachusetts,New Hampshire,New Jersey,New York,Pennsylvania,Rhode Island,Virginia",7,11,NA,"Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Alosa"
"Alosa sapidissima","American Shad","Species","Exact Match","Fish","Alosa sapidissima","Connecticut,District of Columbia,Florida,Maine,Maryland,Massachusetts,New Hampshire,New York,Rhode Island,South Carolina,Vermont,Virginia","Connecticut,Delaware,District of Columbia,Georgia,Maine,Maryland,Massachusetts,New Hampshire,New Jersey,New York,Pennsylvania,Rhode Island,South Carolina,Vermont,Virginia",12,15,NA,"Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Alosa"
"Amara chalcea","no common name","Species","Exact Match","Insects","Amara chalcea","Connecticut,Rhode Island","Connecticut,Rhode Island",2,2,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Amara"
"Amara erratica","A Ground Beetle","Species","Exact Match","Insects","Amara erratica","Vermont","Vermont",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Amara"
"Amara laevipennis","A Ground Beetle","Species","Exact Match","Insects","Amara laevipennis","Vermont","Vermont",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Amara"
"Amaranthus pumilus","Seabeach Amaranth","Species","Exact Match","Plants","Amaranthus pumilus","","Connecticut,Massachusetts,South Carolina",0,3,"Threatened","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Amaranthus"
"Amaranthus tuberculatus","water hemp","Species","Exact Match","Plants","Amaranthus tuberculatus","Vermont","Vermont",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Amaranthus"
"Amaurobius borealis","An amaurobiid spider","Species","Exact Match","Arachnids","Amaurobius borealis","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Arachnida","Araneae","Amaurobiidae","Amaurobius"
"Amblema plicata","Threeridge","Species","Exact Match","Mollusks","Amblema plicata","Kansas,Nebraska,New York,North Dakota,Ohio,Oklahoma,Pennsylvania","Florida,Iowa,Nebraska,New York,North Dakota,Ohio,Pennsylvania,Virginia,West Virginia",7,9,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Amblema"
"Ambloplites cavifrons","Roanoke Bass","Species","Exact Match","Fish","Ambloplites cavifrons","North Carolina,Virginia","North Carolina,Virginia",2,2,NA,"Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Ambloplites"
"Amblyraja radiata","Thorny skate","Species","Exact Match","Fish","Amblyraja radiata","New York","Maine,Maryland,New Jersey,New York",1,4,NA,"Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Amblyraja"
"Amblyscirtes alternata","Dusky roadside-skipper","Species","Exact Match","Insects","Amblyscirtes alternata","Louisiana,Virginia","Florida,Georgia,Louisiana,Virginia",2,4,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Amblyscirtes"
"Amblyscirtes hegon","Pepper and Salt Skipper","Species","Exact Match","Insects","Amblyscirtes hegon","Indiana,Iowa,Louisiana,Maryland","Florida,Iowa,Louisiana,Maryland,New Jersey,Ohio",4,6,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Amblyscirtes"
"Amblyscirtes vialis","Common Roadside Skipper","Species","Exact Match","Insects","Amblyscirtes vialis","Connecticut,Indiana,Pennsylvania","Connecticut,Florida,Iowa,New Jersey,Pennsylvania",3,5,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Amblyscirtes"
"Ambystoma barbouri","Streamside Salamander","Species","Exact Match","Amphibians","Ambystoma barbouri","Kentucky,Ohio,Tennessee,West Virginia","Indiana,Kentucky,Ohio,Tennessee,West Virginia",4,5,"Under Review in the Candidate or Petition Process","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma"
"Ambystoma jeffersonianum","Jefferson Salamander","Species","Exact Match","Amphibians","Ambystoma jeffersonianum","Connecticut,Illinois,Maryland,Massachusetts,New Hampshire,New Jersey,New York,Ohio,Pennsylvania,Vermont,Virginia,West Virginia","Connecticut,Illinois,Maryland,Massachusetts,New Hampshire,New Jersey,Ohio,Pennsylvania,Vermont,Virginia,West Virginia",12,11,NA,"Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma"
"Ambystoma laterale","Silvery Salamander","Species","Fuzzy Match","Amphibians","Ambystoma laterale,Ambystoma laterale 1,Ambystoma laterale 2,Ambystoma platineum","Connecticut,Illinois,Indiana,Iowa,Massachusetts,Michigan,New Hampshire,New Jersey,New York,Ohio,Vermont","Connecticut,Illinois,Indiana,Iowa,Maine,Massachusetts,New Hampshire,New Jersey,New York,Ohio,Pennsylvania,Vermont",11,12,NA,"Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma"
"Ambystoma mabeei","Mabee's salamander","Species","Exact Match","Amphibians","Ambystoma mabeei","North Carolina,Virginia","North Carolina,Virginia",2,2,NA,"Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma"
"Ambystoma maculatum","Spotted Salamander","Species","Exact Match","Amphibians","Ambystoma maculatum","Connecticut,Delaware,District of Columbia,Michigan,Minnesota,North Carolina,Ohio,Vermont","Connecticut,Delaware,District of Columbia,Minnesota,New Jersey,Rhode Island,Vermont",8,7,NA,"Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma"
"Ambystoma opacum","Marbled Salamander","Species","Exact Match","Amphibians","Ambystoma opacum","Connecticut,District of Columbia,Massachusetts,Michigan,New Hampshire,New Jersey,New York,North Carolina,Ohio,Rhode Island","Connecticut,Delaware,District of Columbia,Massachusetts,Michigan,New Hampshire,New Jersey,New York,Ohio,Pennsylvania,Rhode Island,West Virginia",10,12,NA,"Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma"
"Ambystoma talpoideum","Mole Salamander","Species","Exact Match","Amphibians","Ambystoma talpoideum","Arkansas,Illinois,Kentucky,Missouri,North Carolina,Oklahoma,Texas,Virginia","Arkansas,Indiana,Kentucky,Missouri,North Carolina,Oklahoma,Virginia",8,7,NA,"Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma"
"Ambystoma texanum","Smallmouth Salamander","Species","Exact Match","Amphibians","Ambystoma texanum,Ambytoma texanum","Iowa,Michigan,Nebraska,Ohio,West Virginia","Alabama,Iowa,Michigan,Mississippi,Missouri,Nebraska,Ohio,Tennessee,West Virginia",5,9,NA,"Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma"
"Ambystoma tigrinum","Eastern Tiger Salamander","Species","Fuzzy Match","Amphibians","Ambystoma tigrinum,Ambystoma tigrinum tigrinum,Ambystoma trigrinum tigrinum","Arkansas,Delaware,Florida,Kansas,Louisiana,Maryland,Michigan,Mississippi,Missouri,New Jersey,New Mexico,New York,North Carolina,Ohio,South Carolina,Virginia,Washington,Wyoming","Alabama,Arkansas,Delaware,Florida,Georgia,Iowa,Kansas,Louisiana,Maryland,Mississippi,Missouri,New Jersey,New York,North Carolina,Ohio,South Carolina,Virginia,Washington",18,18,NA,"Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma"
"Ameiurus brunneus","Snail Bullhead","Species","Exact Match","Fish","Ameiurus brunneus","Florida,North Carolina,South Carolina,Virginia","Florida,North Carolina,South Carolina,Virginia",4,4,NA,"Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Ameiurus"
"Ameiurus catus","White Catfish","Species","Exact Match","Fish","Ameiurus catus","Maryland,South Carolina","Maryland,New Jersey,Pennsylvania,South Carolina",2,4,NA,"Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Ameiurus"
"Ameiurus melas","Black Bullhead","Species","Exact Match","Fish","Ameiurus melas","Pennsylvania,West Virginia,Wyoming","New York,Pennsylvania,West Virginia",3,3,NA,"Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Ameiurus"
"Ameiurus natalis","Yellow Bullhead","Species","Exact Match","Fish","Ameiurus natalis,Ictalurus natalis","Delaware,North Dakota","New Jersey,North Dakota",2,2,NA,"Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Ameiurus"
"Ameiurus nebulosus","Brown Bullhead","Species","Exact Match","Fish","Ameiurus nebulosis,Ameiurus nebulosus,Ameriurus nebulosus","Illinois,Iowa,Michigan,Missouri,Oklahoma","Arkansas,District of Columbia,Illinois,Iowa,Missouri,Oklahoma,West Virginia",5,7,NA,"Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Ameiurus"
"Amelanchier arborea","Common Serviceberry","Species","Exact Match","Plants","Amelanchier arborea","","Connecticut",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Amelanchier"
"Amelanchier bartramiana","Oblong-fruit Serviceberry","Species","Exact Match","Plants","Amelanchier bartramiana","","Massachusetts,West Virginia",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Amelanchier"
"Amelanchier laevis","Smooth Serviceberry","Species","Exact Match","Plants","Amelanchier laevis","","Connecticut",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Amelanchier"
"Amelanchier nantucketensis","Nantucket Juneberry","Species","Exact Match","Plants","Amelanchier nantucketensis","","Connecticut",0,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Amelanchier"
"Amelanchier sanguinea","Roundleaf Shadbush","Species","Exact Match","Plants","Amelanchier sanguinea","","Georgia,Massachusetts,Tennessee",0,3,NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Amelanchier"
"Amelanchier spicata","Dwarf Serviceberry","Species","Exact Match","Plants","Amelanchier spicata","","Connecticut",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Amelanchier"
"Ameletus browni","A Mayfly","Species","Exact Match","Insects","Ameletus browni","Pennsylvania,Vermont","Maine,Pennsylvania,Vermont",2,3,NA,"Animalia","Arthropoda","Insecta","Ephemeroptera","Ameletidae","Ameletus"
"Ameletus cryptostimulus","Allegheny mayfly","Species","Exact Match","Insects","Ameletus cryptostimulus","Virginia","Pennsylvania,Virginia",1,2,NA,"Animalia","Arthropoda","Insecta","Ephemeroptera","Ameletidae","Ameletus"
"Ameletus tarteri","A mayfly","Species","Exact Match","Insects","Ameletus tarteri","New York,Virginia","New York,Virginia",2,2,NA,"Animalia","Arthropoda","Insecta","Ephemeroptera","Ameletidae","Ameletus"
"Amerigoniscus henroti","Powell Valley terrestrial cave isopod","Species","Exact Match","Other","Amerigoniscus henroti","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Malacostraca","Isopoda","Trichoniscidae","Amerigoniscus"
"Amia calva","Bowfin","Species","Exact Match","Fish","Amia calva","District of Columbia,Iowa,Maryland","Delaware,District of Columbia,Maryland,Nebraska,Pennsylvania",3,5,NA,"Animalia","Chordata","Holostei","Amiiformes","Amiidae","Amia"
"Ammocrypta clara","Western Sand Darter","Species","Exact Match","Fish","Ammocrypta clara","Arkansas,Illinois,Indiana,Iowa,Kentucky,Louisiana,Minnesota,Mississippi,Missouri,Oklahoma,Tennessee,Texas,Virginia,Wisconsin","Arkansas,Illinois,Indiana,Iowa,Kentucky,Louisiana,Minnesota,Mississippi,Missouri,Oklahoma,Tennessee,Texas,Virginia,West Virginia",14,14,NA,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Ammocrypta"
"Ammocrypta pellucida","Eastern sand darter","Species","Fuzzy Match","Fish","Ammocrypta pellucida,Ammocrypta pellucidum,Etheostoma pellucidum","Illinois,Michigan,New York,Ohio,Pennsylvania,Vermont,West Virginia","Illinois,Michigan,New York,Ohio,Pennsylvania,Vermont,West Virginia",7,7,NA,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Ammocrypta"
"Ammodramus caudacutus","Saltmarsh Sparrow","Species","Exact Match","Birds","Ammodramus caudacutus","Connecticut,Delaware,Maine,Maryland,Massachusetts,New Hampshire,New Jersey,New York,North Carolina,Rhode Island,Virginia","Connecticut,Delaware,Florida,Georgia,Maine,Maryland,Massachusetts,New Hampshire,New Jersey,New York,North Carolina,Rhode Island,Virginia",11,13,NA,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Ammodramus"
"Ammodramus henslowii","Henslow's Sparrow","Species","Exact Match","Birds","Ammodramus henslowii","Alabama,Arkansas,Delaware,Florida,Georgia,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Nebraska,New Jersey,New York,North Carolina,Ohio,Oklahoma,Pennsylvania,South Carolina,Tennessee,Texas,Vermont,Virginia,West Virginia,Wisconsin","Alabama,Arkansas,Delaware,Florida,Georgia,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maryland,Michigan,Minnesota,Mississippi,Missouri,Nebraska,New Jersey,New York,North Carolina,Ohio,Oklahoma,Pennsylvania,South Carolina,Tennessee,Texas,Virginia,West Virginia,Wisconsin",30,29,"Resolved Taxon","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Ammodramus"
"Ammodramus maritimus","Seaside Sparrow","Species","Exact Match","Birds","Ammodramus maritimus,Ammospiza maritime","Alabama,Connecticut,Delaware,Louisiana,Maryland,Massachusetts,Mississippi,New Hampshire,New Jersey,New York,Rhode Island,South Carolina,Texas,Virginia","Alabama,Connecticut,Delaware,Louisiana,Maryland,Massachusetts,Mississippi,New Hampshire,New Jersey,New York,North Carolina,Rhode Island,Texas,Virginia",14,14,NA,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Ammodramus"
"Ammodramus nelsoni","Nelson's Sparrow","Species","Exact Match","Birds","Ammodramus nelsoni,Ammodramus nelsonii","Alabama,Illinois,Iowa,Louisiana,Maine,Minnesota,Mississippi,Montana,New Hampshire,New Jersey,North Carolina,North Dakota,Oklahoma,Texas,Virginia,Wisconsin","Alabama,Delaware,Florida,Georgia,Louisiana,Maine,Maryland,Minnesota,Mississippi,New Hampshire,New Jersey,North Carolina,North Dakota,Oklahoma,Rhode Island,Virginia,Wisconsin",16,17,NA,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Ammodramus"
"Ammodramus savannarum","Grasshopper Sparrow","Species","Exact Match","Birds","Ammodramus savannarum","Arkansas,California,Connecticut,Delaware,District of Columbia,Florida,Georgia,Idaho,Illinois,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Montana,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oregon,Puerto Rico,Rhode Island,South Carolina,Tennessee,Texas,Utah,Vermont,Virginia,West Virginia,Wisconsin,Wyoming","Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Idaho,Illinois,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,New Hampshire,New Jersey,New York,North Dakota,Ohio,Pennsylvania,Rhode Island,South Carolina,Tennessee,Texas,Vermont,Virginia,West Virginia,Wisconsin,Wyoming",39,34,"Species of Concern","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Ammodramus"
