"scientificname","commonname","taxonomicrank","matchmethod","taxonomicgroup","scientificnames_submitted","statelist_2005","statelist_2015","sgcn2005","sgcn2015","listingStatus","kingdom","phylum","class","order","family","genus"
"Arenaria interpres","Ruddy Turnstone","Species","Exact Match","Birds","Aenaria interpres,Arenaria interpres,Arenaria interpres [M,W]","Connecticut,Delaware,Hawaii,Maine,Maryland,Massachusetts,Minnesota,New Jersey,New York,Rhode Island,Texas,Virgin Islands","Arkansas,California,Connecticut,Delaware,Florida,Hawaii,Indiana,Iowa,Maine,Maryland,Massachusetts,New Hampshire,New Jersey,New York,North Carolina,Rhode Island,South Carolina",12,17,NA,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria"
"Argiacris amissuli","A Grasshopper","Species","Exact Match","Insects","Argiacris amissuli","Idaho","Idaho",1,1,NA,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Argiacris"
"Argiacris keithi","A Grasshopper","Species","Exact Match","Insects","Argiacris keithi","Idaho","Idaho",1,1,NA,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Argiacris"
"Argiacris militaris","A Grasshopper","Species","Exact Match","Insects","Argiacris militaris","Idaho","Idaho",1,1,NA,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Argiacris"
"Argyripnus brocki","no common name","Species","Exact Match","Fish","Argyripnus brocki","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Stomiiformes","Sternoptychidae","Argyripnus"
"Argyroxiphium kauense","no common name","Species","Exact Match","Plants","Argyroxiphium kauense","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Argyroxiphium"
"Argyroxiphium sandwicense ssp. macrocephalum","ahinahina","Subspecies","Exact Match","Plants","Argyroxiphium sandwicense ssp. macrocephalum,Argyroxiphium sandwicense subsp. macrocephalum","Hawaii","Hawaii",1,1,"Threatened","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Argyroxiphium"
"Argyroxiphium sandwicense ssp. sandwicense","<U+02BB>Ahinahina","Subspecies","Exact Match","Other","Argyroxiphium sandwicense ssp. sandwicense,Argyroxiphium sandwicense subsp. sandwicense","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Argyroxiphium"
"Argyroxiphium virescens","No Common Name","Species","Exact Match","Other","Argyroxiphium virescens","","Hawaii",0,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Argyroxiphium"
"Artemisia campestris ssp. pacifica","Northern Wormwood","Subspecies","Fuzzy Match","Plants","Artemisia campestris var. wormskioldii","Oregon","Oregon",1,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia"
"Artemisiospiza nevadensis","Sagebrush Sparrow","Species","Exact Match","Birds","Artemisiospiza nevadensis","","Idaho,New Mexico,Oregon,Washington",0,4,NA,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Artemisiospiza"
"Ascaphus montanus","Rocky Mountain tailed frog","Species","Exact Match","Amphibians","Ascaphus montanus","Oregon,Washington","Oregon,Washington",2,2,NA,"Animalia","Chordata","Amphibia","Anura","Leiopelmatidae","Ascaphus"
"Ascaphus truei","coastal tailed frog","Species","Exact Match","Amphibians","Ascaphus truei","California,Oregon","California,Oregon",2,2,"Species of Concern","Animalia","Chordata","Amphibia","Anura","Leiopelmatidae","Ascaphus"
"Aseraggodes borehami","Boreham's Sole","Species","Exact Match","Fish","Aseraggodes borehami","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Aseraggodes"
"Aseraggodes holcomi","no common name","Species","Exact Match","Fish","Aseraggodes holcomi","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Aseraggodes"
"Aseraggodes therese","Therese's sole","Species","Exact Match","Fish","Aseraggodes therese","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Aseraggodes"
"Ashmeadiella sculleni","A Leafcutting Bee","Species","Exact Match","Insects","Ashmeadiella sculleni","","Idaho",0,1,NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Ashmeadiella"
"Asio flammeus","Short-eared Owl","Species","Exact Match","Birds","Asio flammeus","Alabama,Alaska,Arkansas,California,Colorado,Connecticut,Delaware,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,Nevada,New Jersey,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,Tennessee,Texas,Utah,Vermont,West Virginia,Wisconsin,Wyoming","Alabama,California,Colorado,Connecticut,Delaware,Florida,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,Nevada,New Jersey,New York,North Dakota,Ohio,Oklahoma,Pennsylvania,Rhode Island,Tennessee,Texas,Vermont,Washington,West Virginia,Wisconsin,Wyoming",40,36,"Species of Concern","Animalia","Chordata","Aves","Strigiformes","Strigidae","Asio"
"Asio flammeus flammeus","Short-eared Owl","Subspecies","Exact Match","Birds","Asio flammeus flammeus","","Alaska,Oregon",0,2,NA,"Animalia","Chordata","Aves","Strigiformes","Strigidae","Asio"
"Asio flammeus sandwichensis","Hawaiian Short-eared Owl, Pueo","Subspecies","Exact Match","Birds","Asio flammeus sandwichensis","Hawaii","Hawaii",1,1,"Species of Concern","Animalia","Chordata","Aves","Strigiformes","Strigidae","Asio"
"Asplenium dielerectum","no common name","Species","Fuzzy Match","Plants","Diellia erecta","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium"
"Asplenium dielfalcatum","no common name","Species","Fuzzy Match","Plants","Diellia falcata","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium"
"Asplenium diellaciniatum","No Common Name","Species","Fuzzy Match","Other","Asplenium dielleciniatum","","Hawaii",0,1,NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium"
"Asplenium dielmannii","no common name","Species","Fuzzy Match","Plants","Asplenium diemannii,Diellia mannii","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium"
"Asplenium dielpallidum","No Common Name","Species","Fuzzy Match","Other","Asplenium dielpallidium,Diellia pallida","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium"
"Asplenium rhomboideum","No Common Name","Species","Fuzzy Match","Other","Asphenium fragile var. insulare","","Hawaii",0,1,NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium"
"Asplenium unisorum","no common name","Species","Fuzzy Match","Plants","Diellia unisora","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium"
"Astelia menziesiana","Pa<U+02BB>iniu","Species","Exact Match","Plants","Astelia menziesiana","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asparagales","Asteliaceae","Astelia"
"Astelia waialealae","Pa<U+02BB>iniu","Species","Exact Match","Plants","Astelia waialealae","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asparagales","Asteliaceae","Astelia"
"Astragalus applegatei","Applegate's Milkvetch","Species","Exact Match","Plants","Astragalus applegatei","Oregon","Oregon",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Astragalus"
"Astragalus collinus var. laurentii","Lawrence's Milkvetch","Variety","Exact Match","Plants","Astragalus collinus var. laurentii","Oregon","Oregon",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Astragalus"
"Astragalus cusickii var. sterilis","Sterile Milkvetch","Variety","Exact Match","Plants","Astragalus cusickii var. sterilis,Astragalus sterilis","Oregon","Oregon",1,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Astragalus"
"Astragalus diaphanus","South Fork John Day Milkvetch","Species","Fuzzy Match","Plants","Astragalus diaphanus var. diurnus","Oregon","Oregon",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Astragalus"
"Astragalus mulfordiae","Mulford's Milkvetch","Species","Exact Match","Plants","Astragalus mulfordiae","Oregon","Oregon",1,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Astragalus"
"Astragalus peckii","Peck's Milkvetch","Species","Exact Match","Plants","Astragalus peckii","Oregon","Oregon",1,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Astragalus"
"Astragalus tyghensis","Tygh Valley Milkvetch","Species","Exact Match","Plants","Astragalus tyghensis","Oregon","Oregon",1,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Astragalus"
"Athene cunicularia","Burrowing Owl","Species","Fuzzy Match","Birds","Athene cunicularia,Speotyto cunicularia","California,Idaho,Iowa,Kansas,Minnesota,Montana,Nebraska,New Mexico,North Dakota,Oklahoma,South Dakota,Texas,Utah,Washington,Wyoming","California,Colorado,Florida,Idaho,Iowa,Kansas,Minnesota,Nebraska,New Mexico,North Dakota,Oklahoma,South Dakota,Texas,Utah,Washington,Wyoming",15,16,"Species of Concern","Animalia","Chordata","Aves","Strigiformes","Strigidae","Athene"
"Athene cunicularia hypugaea","Western Burrowing Owl","Subspecies","Exact Match","Birds","Athene cunicularia hypugaea","Arizona,Colorado,Nevada,Oregon","Arizona,Nevada,Oregon",4,3,NA,"Animalia","Chordata","Aves","Strigiformes","Strigidae","Athene"
"Atherinomorus insularum","Hawaiian silverside, togoro, iao","Species","Exact Match","Fish","Atherinomorus insularum","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Atherinomorus"
"Atherinops affinis","Topsmelt","Species","Exact Match","Fish","Atherinops affinis","","Oregon",0,1,NA,"Animalia","Chordata","Teleostei","Atheriniformes","Atherinopsidae","Atherinops"
"Athyrium microphyllum","<U+02BB>Akolea","Species","Exact Match","Plants","Athyrium microphyllum","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Woodsiaceae","Athyrium"
"Atyoida bisulcata","mountain opae, opae kalaole","Species","Exact Match","Other","Atyoida bisulcata","Hawaii","Hawaii",1,1,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Atyidae","Atyoida"
"Auchenorrhyncha","aphids, plant hoppers, leaf hoppers, psyllids, whiteflies, mealybugs, scales","Suborder","Fuzzy Match","Insects","Homoptera","Hawaii","Hawaii",1,1,NA,"Animalia","Arthropoda","Insecta","Hemiptera",NA,NA
"Aulotrachichthys heptalepis","no common name","Species","Exact Match","Fish","Aulotrachichthys heptalepis","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Beryciformes","Trachichthyidae","Aulotrachichthys"
"Awaous guamensis","oopu nakea","Species","Exact Match","Fish","Awaous guamensis","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Awaous"
"Aythya affinis","Lesser Scaup1","Species","Fuzzy Match","Birds","Athya affinis,Aythya affinis","Colorado,Connecticut,Delaware,Florida,Hawaii,Idaho,Illinois,Kentucky,Louisiana,Minnesota,Mississippi,Nebraska,New Jersey,New York,Oklahoma,South Carolina,Texas,Virgin Islands,Washington,Wisconsin,Wyoming","Alaska,Delaware,Florida,Hawaii,Illinois,Iowa,Kentucky,Louisiana,Minnesota,Mississippi,Nebraska,New Jersey,New York,North Dakota,Oklahoma,Pennsylvania,Rhode Island,South Carolina,Wyoming",21,19,"Species of Concern","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya"
"Baeolophus ridgwayi","Juniper Titmouse","Species","Exact Match","Birds","Baeolophus ridgwayi","Colorado,Idaho,New Mexico,Oklahoma,Oregon,Wyoming","Arizona,Colorado,New Mexico,Oklahoma,Oregon,Wyoming",6,6,NA,"Animalia","Chordata","Aves","Passeriformes","Paridae","Baeolophus"
"Balaenoptera acutorostrata","Minke Whale","Species","Exact Match","Mammals","Balaenoptera acutorostrata","Alaska,American Samoa,Hawaii,Puerto Rico,Rhode Island","Hawaii",5,1,NA,"Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Balaenoptera"
"Balaenoptera borealis","Sei Whale","Species","Exact Match","Mammals","Balaenoptera borealis,Balaneoptera borealis","Alaska,Delaware,Guam,Hawaii,Louisiana,Maine,Maryland,Massachusetts,New Jersey,New York,Puerto Rico,Rhode Island","Alaska,California,Delaware,Hawaii,Maine,Maryland,Massachusetts,New York,Washington",12,9,"Endangered","Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Balaenoptera"
"Balaenoptera edeni","Bryde's whale","Species","Exact Match","Mammals","Balaenoptera edeni","American Samoa,Guam,Hawaii","Hawaii",3,1,NA,"Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Balaenoptera"
"Balaenoptera musculus","blue whale, North Pacific","Species","Fuzzy Match","Mammals","Balaenoptera musculus,Balaenoptera musculus, pop. 2,Balaneoptera musculus","Alaska,Delaware,Hawaii,Louisiana,Maryland,Massachusetts,New Jersey,New York,Rhode Island,Texas","California,Delaware,Hawaii,Maine,Maryland,Massachusetts,New York,Texas,Washington",10,9,"Endangered","Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Balaenoptera"
"Balaenoptera physalus","Fin Whale","Species","Exact Match","Mammals","Balaenoptera physalus,Balaenoptera physalus, pop. 2,Balaneoptera physalus","Alaska,Delaware,Hawaii,Louisiana,Maine,Maryland,Massachusetts,New Jersey,New York,Puerto Rico,Rhode Island,Texas","Alaska,California,Delaware,Hawaii,Maine,Maryland,Massachusetts,New Hampshire,New Jersey,New York,North Carolina,Rhode Island,Texas,Virginia,Washington",12,15,"Endangered","Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Balaenoptera"
"Balanophyllia","Oval Cup Coral","Genus","Exact Match","Other Invertebrates","Balanophyllia sp.","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Dendrophylliidae","Balanophyllia"
"Balanophyllia desmophyllioides","No Common Name","Species","Fuzzy Match","Other Invertebrates","Balanophyllia desmophylloides","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Dendrophylliidae","Balanophyllia"
"Balanophyllia diomedeae","No Common Name","Species","Exact Match","Other Invertebrates","Balanophyllia diomedeae","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Dendrophylliidae","Balanophyllia"
"Balanophyllia hawaiiensis","No Common Name","Unknown Taxonomic Rank","Legacy Match","Other Invertebrates","Balanophyllia hawaiiensis","Hawaii","Hawaii",1,1,NA,NA,NA,NA,NA,NA,NA
"Balanophyllia laysanensis","No Common Name","Species","Exact Match","Other Invertebrates","Balanophyllia laysanensis","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Dendrophylliidae","Balanophyllia"
"Barracris petraea","A Grasshopper","Species","Exact Match","Insects","Barracris petraea","Idaho","Idaho",1,1,NA,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Barracris"
"Bartramia longicauda","Upland Sandpiper","Species","Exact Match","Birds","Bartramia langicauda,Bartramia longicauda,Bartramia  longicauda,Batramia longicauda","Alaska,Arkansas,Colorado,Connecticut,Delaware,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Maine,Maryland,Massachusetts,Michigan,Minnesota,New Hampshire,New Jersey,New York,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,Tennessee,Texas,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming","Alaska,Colorado,Connecticut,Delaware,Florida,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Minnesota,Missouri,New Hampshire,New Jersey,New York,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,South Carolina,Tennessee,Vermont,Washington,West Virginia,Wisconsin,Wyoming",34,31,"Species of Concern","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Bartramia"
"Baseodiscus cingulatus","banded ribbon worm, koekai","Species","Exact Match","Other Invertebrates","Baseodiscus cingulatus","Hawaii","Hawaii",1,1,NA,"Animalia","Nemertea","Anopla",NA,"Valenciniidae","Baseodiscus"
"Bassariscus astutus","Ringtail","Species","Exact Match","Mammals","Bassariscus astutus,Bassaryscus astutus","Louisiana,Nevada,Oklahoma,Oregon","Louisiana,Oklahoma,Oregon",4,3,NA,"Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Bassariscus"
"Bathycongrus aequoreus","no common name","Species","Fuzzy Match","Fish","Bathycongrus aequorea","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Anguilliformes","Congridae","Bathycongrus"
"Bathygadus bowersi","no common name","Species","Exact Match","Fish","Bathygadus bowersi","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Bathygadus"
"Bathypathes conferta","no common name","Species","Followed Accepted AphiaID","Other Invertebrates","Schizopathes conferta","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Antipatharia","Schizopathidae","Bathypathes"
"Batrachoseps wrighti","Oregon Slender Salamander","Species","Exact Match","Amphibians","Batrachoseps wrighiorum,Batrachoseps wrighti","Oregon","Oregon",1,1,"Under Review in the Candidate or Petition Process","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps"
"Bidens","kokolau, kookoolau","Genus","Exact Match","Plants","Bidens spp.","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Bidens"
"Bidens amplectens","Ko<U+02BB>oko<U+02BB>olau","Species","Exact Match","Other","Bidens amplectens","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Bidens"
"Bidens campylotheca ssp. pentamera","Ko<U+02BB>oko<U+02BB>olau","Subspecies","Exact Match","Other","Bidens campylotheca subsp. Pentamera","","Hawaii",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Bidens"
"Bidens campylotheca ssp. waihoiensis","no common name","Subspecies","Exact Match","Plants","Bidens campylotheca subsp. waihoiensis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Bidens"
"Bidens conjuncta","Ko<U+02BB>oko<U+02BB>olau","Species","Exact Match","Other","Bidens conjuncta","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Bidens"
"Bidens hillebrandiana ssp. hillebrandiana","kookoolau","Subspecies","Exact Match","Plants","Bidens hillebrandiana subsp. hillebrandiana","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Bidens"
"Bidens micrantha ssp. ctenophylla","Ko<U+02BB>oko<U+02BB>olau","Subspecies","Exact Match","Other","Bidens micrantha ssp. ctenophylla,Bidens micrantha subsp. ctenophylla","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Bidens"
"Bidens micrantha ssp. kalealaha","Ko<U+02BB>oko<U+02BB>olau","Subspecies","Exact Match","Other","Bidens micrantha ssp. kalealaha,Bidens micrantha subsp. kalealaha","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Bidens"
